company_id,flight_number,scheduled_departure_date_local,departure_delay_minutes,scheduled_ground_time_minutes,minimum_turn_minutes
UA,1328,2025-08-15,11.0,6746,62
UA,2387,2025-08-10,-11.0,774,56
UA,1100,2025-08-03,-5.0,105,68
OO,5275,2025-08-10,59.0,85,29
UA,1531,2025-08-04,44.0,105,43
UA,1933,2025-08-02,80.0,8,56
OO,5138,2025-08-01,183.0,153,29
UA,2369,2025-08-12,-2.0,557,56
UA,1933,2025-08-14,2.0,77,56
OO,5122,2025-08-08,-7.0,52,29
UA,118,2025-08-03,47.0,90,75
UA,2640,2025-08-07,-7.0,301,43
UA,1485,2025-08-01,7.0,74,56
UA,359,2025-08-07,-3.0,2261,110
G7,4530,2025-08-04,-1.0,82,29
UA,1975,2025-08-12,-3.0,614,43
UA,1113,2025-08-04,-10.0,65,51
OO,5414,2025-08-11,-4.0,45,34
UA,2385,2025-08-13,-6.0,69,51
UA,2347,2025-08-02,25.0,62,51
OO,5652,2025-08-14,26.0,63,34
OO,5521,2025-08-08,-2.0,73,29
UA,2251,2025-08-01,-4.0,63,43
OO,5100,2025-08-01,-7.0,53,29
G7,4529,2025-08-06,-6.0,62,29
UA,944,2025-08-07,5.0,1560,155
G7,4501,2025-08-06,-6.0,58,29
OO,5577,2025-08-01,-4.0,635,34
UA,416,2025-08-03,34.0,1645,150
UA,399,2025-08-10,235.0,44,56
UA,1270,2025-08-07,-4.0,100,70
UA,1655,2025-08-10,17.0,1304,46
UA,1655,2025-08-02,0.0,55,46
UA,2414,2025-08-05,-5.0,69,51
OO,5290,2025-08-04,104.0,252,34
OO,5362,2025-08-08,218.0,97,29
UA,2418,2025-08-12,-5.0,715,119
G7,4463,2025-08-07,0.0,105,29
G7,4502,2025-08-02,-4.0,62,29
UA,1363,2025-08-11,-6.0,75,62
UA,2133,2025-08-04,7.0,67,56
UA,1967,2025-08-10,1.0,73,56
UA,1641,2025-08-11,13.0,160,51
UA,1314,2025-08-07,-3.0,72,62
UA,752,2025-08-15,8.0,20,43
UA,2225,2025-08-13,-11.0,92,56
G7,4185,2025-08-07,1.0,100,29
UA,265,2025-08-01,2.0,69,52
YX,3465,2025-08-08,-2.0,65,34
OO,5984,2025-08-07,-4.0,78,34
UA,1097,2025-08-10,40.0,985,43
UA,1069,2025-08-08,12.0,65,43
YX,3520,2025-08-15,-6.0,45,34
OO,5712,2025-08-03,-3.0,40,34
G7,4425,2025-08-09,-6.0,175,29
OO,5624,2025-08-11,1.0,41,34
UA,356,2025-08-02,2.0,1109,43
OO,5810,2025-08-11,66.0,90,29
OO,5984,2025-08-09,-7.0,800,34
UA,374,2025-08-11,4.0,75,43
UA,3,2025-08-14,-3.0,1545,145
UA,1538,2025-08-04,-9.0,103,56
UA,1708,2025-08-07,3.0,78,43
G7,4452,2025-08-14,254.0,1080,29
UA,791,2025-08-15,60.0,-28,62
UA,2251,2025-08-05,7.0,57,43
YX,3668,2025-08-12,-4.0,931,70
UA,2254,2025-08-13,5.0,765,62
UA,422,2025-08-10,5.0,185,155
UA,2440,2025-08-13,0.0,67,64
UA,721,2025-08-11,-6.0,80,56
UA,2202,2025-08-08,0.0,80,56
UA,1564,2025-08-09,18.0,68,60
UA,1660,2025-08-15,3.0,118,66
OO,5763,2025-08-06,5.0,40,34
G7,4186,2025-08-03,-5.0,85,29
UA,1209,2025-08-12,175.0,165,56
UA,2254,2025-08-09,-5.0,81,62
UA,2414,2025-08-10,-3.0,60,51
YX,3569,2025-08-10,-4.0,50,39
OO,4638,2025-08-01,2.0,50,34
OO,5608,2025-08-02,-5.0,90,29
UA,1156,2025-08-01,132.0,75,56
OO,5274,2025-08-06,126.0,271,29
OO,5026,2025-08-09,-8.0,165,29
UA,2195,2025-08-03,43.0,71,60
OO,4712,2025-08-01,31.0,75,34
UA,399,2025-08-14,0.0,70,51
UA,275,2025-08-11,2.0,64,46
OO,5229,2025-08-12,-5.0,47,34
OO,5852,2025-08-11,-3.0,75,39
UA,791,2025-08-10,12.0,112,68
OO,4636,2025-08-03,5.0,59,29
OO,5272,2025-08-12,57.0,1112,29
OO,5215,2025-08-14,-9.0,74,29
YX,3707,2025-08-15,5.0,42,39
OO,4645,2025-08-06,2.0,998,29
OO,4780,2025-08-02,-4.0,80,29
OO,5821,2025-08-03,-7.0,59,29
UA,476,2025-08-01,0.0,64,43
UA,2649,2025-08-04,-4.0,162,64
UA,1617,2025-08-02,8.0,65,43
YX,3694,2025-08-14,8.0,70,34
UA,2665,2025-08-03,16.0,72,56
UA,1996,2025-08-06,-6.0,499,62
UA,2067,2025-08-14,84.0,1,51
UA,587,2025-08-08,-2.0,61,65
UA,482,2025-08-04,2.0,63,57
G7,4549,2025-08-01,-6.0,115,29
UA,1006,2025-08-14,6.0,64,51
YX,3464,2025-08-11,-1.0,164,34
UA,1124,2025-08-12,52.0,72,56
UA,1920,2025-08-14,7.0,67,56
UA,467,2025-08-15,-5.0,66,43
UA,2179,2025-08-06,222.0,75,66
UA,2067,2025-08-09,-6.0,740,56
OO,5748,2025-08-03,10.0,106,42
OO,5234,2025-08-06,-3.0,47,29
UA,2635,2025-08-01,0.0,20,43
UA,445,2025-08-01,-4.0,68,56
G7,4491,2025-08-10,71.0,80,29
G7,4416,2025-08-09,7.0,65,29
UA,416,2025-08-12,48.0,455,150
UA,2691,2025-08-04,-3.0,497,56
UA,2658,2025-08-10,8.0,104,46
G7,4491,2025-08-12,891.0,85,29
UA,909,2025-08-11,2.0,1268,95
OO,5637,2025-08-01,8.0,55,29
UA,1823,2025-08-12,-2.0,139,68
G7,4529,2025-08-08,-6.0,50,29
OO,5251,2025-08-07,41.0,68,34
OO,5099,2025-08-02,-5.0,181,29
UA,1041,2025-08-08,17.0,52,43
UA,1525,2025-08-15,1.0,79,43
UA,1879,2025-08-02,-5.0,535,65
OO,5360,2025-08-12,5.0,40,29
OO,5536,2025-08-01,-1.0,1134,34
G7,4613,2025-08-09,-4.0,68,29
G7,4518,2025-08-03,-1.0,112,29
UA,1641,2025-08-14,132.0,205,56
OO,5138,2025-08-08,109.0,63,29
OO,5314,2025-08-13,77.0,49,29
G7,4460,2025-08-10,-1.0,847,29
UA,2635,2025-08-02,0.0,57,43
UA,602,2025-08-10,52.0,70,56
OO,5229,2025-08-04,-7.0,47,34
OO,4792,2025-08-01,1.0,69,34
UA,2629,2025-08-13,25.0,69,56
UA,1923,2025-08-05,-3.0,70,43
YX,3707,2025-08-10,-6.0,55,34
UA,1413,2025-08-05,-10.0,78,51
UA,2179,2025-08-04,9.0,78,66
UA,2147,2025-08-11,34.0,85,46
UA,490,2025-08-12,0.0,70,43
UA,1830,2025-08-13,-2.0,58,46
UA,1082,2025-08-15,0.0,58,46
UA,2148,2025-08-10,53.0,85,54
UA,1006,2025-08-06,164.0,74,51
UA,1485,2025-08-05,120.0,-71,56
OO,5215,2025-08-15,-9.0,74,29
OO,5643,2025-08-08,-3.0,174,29
UA,1612,2025-08-07,3.0,100,43
G7,4476,2025-08-12,198.0,49,29
UA,2138,2025-08-07,1.0,62,51
OO,5108,2025-08-05,39.0,27,29
UA,769,2025-08-07,91.0,1895,150
G7,4429,2025-08-05,-9.0,57,29
UA,1920,2025-08-06,5.0,2111,62
G7,4518,2025-08-04,21.0,44,29
UA,1655,2025-08-06,121.0,55,46
UA,2364,2025-08-03,-1.0,186,43
UA,592,2025-08-05,-5.0,57,43
UA,1291,2025-08-01,-3.0,91,62
G7,4395,2025-08-11,-12.0,74,29
OO,5847,2025-08-07,60.0,-25,34
YX,3663,2025-08-05,-10.0,74,34
OO,5499,2025-08-13,-1.0,145,29
OO,5557,2025-08-01,-8.0,78,34
UA,2658,2025-08-01,0.0,104,46
UA,374,2025-08-07,21.0,54,43
UA,1403,2025-08-10,16.0,65,46
G7,4588,2025-08-10,94.0,58,29
G7,4530,2025-08-07,275.0,1665,29
UA,2155,2025-08-15,94.0,75,66
OO,5021,2025-08-12,51.0,380,29
UA,2189,2025-08-07,-5.0,71,51
G7,4416,2025-08-11,-7.0,60,29
OO,5375,2025-08-04,21.0,46,29
UA,2455,2025-08-10,4.0,79,62
UA,1414,2025-08-08,-3.0,42,46
G7,4585,2025-08-15,-10.0,60,29
OO,5526,2025-08-03,7.0,55,29
UA,660,2025-08-11,-4.0,1122,62
UA,1967,2025-08-02,4.0,74,56
G7,4597,2025-08-08,-10.0,664,29
UA,1414,2025-08-14,-1.0,64,46
OO,4778,2025-08-07,88.0,41,29
OO,5435,2025-08-15,-5.0,45,34
UA,2207,2025-08-07,8.0,65,51
UA,1775,2025-08-02,5.0,77,56
UA,1801,2025-08-03,14.0,75,66
OO,5435,2025-08-03,-4.0,935,34
OO,5398,2025-08-05,23.0,84,39
OO,5038,2025-08-12,19.0,985,29
OO,5534,2025-08-01,54.0,131,29
UA,2323,2025-08-10,-1.0,775,62
OO,5045,2025-08-13,29.0,129,29
OO,5136,2025-08-12,111.0,85,29
UA,2635,2025-08-07,47.0,57,43
UA,1485,2025-08-09,29.0,79,43
G7,4389,2025-08-12,97.0,79,29
UA,1314,2025-08-05,31.0,3,62
OO,4766,2025-08-08,70.0,120,29
G7,4463,2025-08-12,142.0,94,29
UA,1124,2025-08-14,5.0,75,56
YX,3464,2025-08-07,8.0,164,34
G7,4474,2025-08-03,-1.0,855,29
UA,1872,2025-08-05,-2.0,85,46
UA,1124,2025-08-13,148.0,92,56
UA,1989,2025-08-06,135.0,258,56
YX,3569,2025-08-13,-5.0,55,34
OO,5946,2025-08-07,59.0,75,34
OO,5821,2025-08-05,-1.0,79,29
YX,3685,2025-08-14,-9.0,55,34
OO,5250,2025-08-05,3.0,62,34
YX,3716,2025-08-15,-3.0,87,34
OO,5094,2025-08-09,24.0,62,29
UA,219,2025-08-05,-4.0,191,88
OO,5505,2025-08-11,15.0,70,29
UA,1301,2025-08-10,177.0,-11,43
UA,592,2025-08-11,-3.0,132,43
OO,5607,2025-08-01,17.0,75,34
OO,5121,2025-08-06,52.0,67,29
UA,2189,2025-08-11,32.0,77,51
G7,4542,2025-08-04,15.0,100,29
UA,1492,2025-08-05,88.0,80,51
G7,4599,2025-08-15,8.0,80,29
OO,5836,2025-08-12,-10.0,69,29
UA,721,2025-08-04,-6.0,80,56
UA,2343,2025-08-01,9.0,87,56
OO,5988,2025-08-14,-8.0,177,34
UA,1834,2025-08-01,18.0,69,51
UA,2067,2025-08-15,43.0,-14,43
OO,5493,2025-08-08,-6.0,104,29
UA,2040,2025-08-14,-1.0,135,119
UA,929,2025-08-14,-2.0,195,145
UA,533,2025-08-11,67.0,551,46
UA,1857,2025-08-06,-4.0,59,60
UA,1620,2025-08-07,39.0,591,62
UA,2232,2025-08-12,14.0,106,60
OO,4778,2025-08-14,-3.0,72,29
G7,4185,2025-08-04,-5.0,90,29
UA,1215,2025-08-14,10.0,81,51
UA,118,2025-08-13,45.0,90,75
OO,5852,2025-08-04,-2.0,51,34
OO,6002,2025-08-15,0.0,65,34
UA,1580,2025-08-04,-5.0,90,65
UA,1030,2025-08-14,12.0,80,51
G7,4395,2025-08-04,-10.0,65,29
YX,3402,2025-08-07,-1.0,70,42
UA,2677,2025-08-02,3.0,246,122
UA,1775,2025-08-06,-6.0,67,56
UA,1304,2025-08-03,-6.0,77,56
UA,561,2025-08-14,-2.0,67,56
UA,1381,2025-08-03,-5.0,702,62
OO,5382,2025-08-05,1.0,66,29
OO,5763,2025-08-08,-3.0,47,34
OO,5289,2025-08-07,-9.0,56,29
G7,4613,2025-08-01,-5.0,68,29
UA,2200,2025-08-12,96.0,63,51
OO,5534,2025-08-07,-2.0,55,29
OO,5729,2025-08-12,0.0,104,29
G7,4611,2025-08-05,3.0,740,29
G7,4613,2025-08-03,43.0,72,29
G7,4468,2025-08-07,6.0,55,29
OO,5121,2025-08-15,-10.0,85,29
YX,3571,2025-08-15,-1.0,60,34
OO,5135,2025-08-03,98.0,47,29
OO,5362,2025-08-04,-4.0,184,29
OO,5382,2025-08-02,-6.0,60,29
OO,5118,2025-08-05,-5.0,57,29
OO,4712,2025-08-10,28.0,55,34
OO,5868,2025-08-14,3.0,63,42
UA,118,2025-08-01,82.0,90,75
UA,2138,2025-08-05,40.0,3,51
UA,1761,2025-08-14,11.0,62,43
OO,5038,2025-08-08,-4.0,85,29
UA,1129,2025-08-13,102.0,72,56
UA,2497,2025-08-04,5.0,60,43
G7,4613,2025-08-07,-8.0,68,29
OO,5020,2025-08-15,-10.0,40,29
UA,1842,2025-08-02,-3.0,85,62
OO,5362,2025-08-02,50.0,444,29
UA,2104,2025-08-02,-3.0,712,46
OO,5230,2025-08-02,-7.0,130,29
UA,1324,2025-08-11,-2.0,84,62
YX,3605,2025-08-09,-2.0,156,39
OO,5020,2025-08-08,-10.0,40,29
UA,2329,2025-08-14,-2.0,144,43
UA,767,2025-08-09,31.0,73,56
UA,2628,2025-08-08,35.0,80,51
G7,4568,2025-08-13,3.0,81,29
OO,5447,2025-08-03,-3.0,71,34
UA,1761,2025-08-10,39.0,178,43
UA,970,2025-08-10,0.0,1600,155
UA,468,2025-08-01,2.0,387,56
OO,5795,2025-08-03,-1.0,69,34
UA,1448,2025-08-02,-2.0,73,43
UA,1129,2025-08-15,-5.0,67,56
UA,953,2025-08-15,3.0,1680,150
UA,247,2025-08-12,435.0,-249,46
G7,4474,2025-08-02,-11.0,1180,29
YX,3421,2025-08-14,-2.0,764,34
UA,2147,2025-08-14,154.0,-113,43
UA,767,2025-08-02,6.0,72,62
G7,4599,2025-08-01,114.0,-26,29
YX,3493,2025-08-14,-1.0,60,34
G7,4584,2025-08-01,72.0,87,29
OO,5020,2025-08-14,80.0,173,29
OO,5568,2025-08-10,22.0,-25,29
OO,5136,2025-08-11,-8.0,985,29
UA,1941,2025-08-07,0.0,71,43
G7,4600,2025-08-04,-2.0,48,29
UA,2202,2025-08-10,182.0,-30,56
UA,1634,2025-08-14,-4.0,77,56
UA,2665,2025-08-12,152.0,72,56
UA,2147,2025-08-04,2.0,185,43
OO,5841,2025-08-13,6.0,30,34
OO,5493,2025-08-07,-1.0,104,29
UA,767,2025-08-15,9.0,77,70
UA,2144,2025-08-02,-4.0,72,52
UA,2627,2025-08-08,2.0,130,119
UA,2465,2025-08-04,-9.0,1040,56
UA,2657,2025-08-04,2.0,94,56
UA,2225,2025-08-01,5.0,79,56
UA,1010,2025-08-01,37.0,92,52
UA,1658,2025-08-13,-3.0,504,56
OO,5948,2025-08-04,47.0,55,34
UA,1616,2025-08-05,2.0,88,56
G7,4416,2025-08-08,-6.0,60,29
YX,3542,2025-08-02,-4.0,56,42
UA,2378,2025-08-13,-2.0,82,62
UA,288,2025-08-01,4.0,212,75
UA,2609,2025-08-04,-10.0,87,43
G7,4600,2025-08-15,-4.0,54,29
UA,359,2025-08-08,11.0,90,60
G7,4554,2025-08-12,-2.0,363,29
OO,5568,2025-08-07,-4.0,92,29
OO,5352,2025-08-06,1.0,55,29
YX,3568,2025-08-10,-7.0,68,42
UA,1198,2025-08-04,2.0,85,70
OO,5262,2025-08-13,2.0,40,29
OO,5100,2025-08-10,46.0,42,29
YX,3571,2025-08-12,328.0,60,34
YX,3402,2025-08-05,-8.0,70,42
OO,5275,2025-08-12,109.0,84,29
OO,5699,2025-08-06,-6.0,79,34
UA,422,2025-08-09,-4.0,315,155
UA,2011,2025-08-02,7.0,67,60
UA,2099,2025-08-01,30.0,67,56
OO,5045,2025-08-11,-6.0,42,29
UA,2251,2025-08-15,-4.0,63,43
UA,2426,2025-08-03,21.0,71,56
UA,2417,2025-08-05,-1.0,81,56
UA,1144,2025-08-09,77.0,-25,51
UA,422,2025-08-12,33.0,260,155
OO,5601,2025-08-03,6.0,110,29
UA,1616,2025-08-08,5.0,64,46
UA,1848,2025-08-02,0.0,55,56
G7,4452,2025-08-11,-1.0,58,29
UA,2657,2025-08-02,-4.0,94,56
OO,5836,2025-08-01,-12.0,62,29
UA,2232,2025-08-03,-4.0,84,62
UA,1693,2025-08-11,16.0,58,43
OO,5668,2025-08-07,2.0,40,29
UA,1491,2025-08-13,-3.0,72,43
G7,4456,2025-08-03,-3.0,50,29
OO,5729,2025-08-03,-5.0,93,29
UA,2418,2025-08-05,0.0,2205,51
UA,1677,2025-08-03,-2.0,83,56
UA,356,2025-08-07,7.0,89,51
UA,2487,2025-08-11,3.0,66,51
OO,5272,2025-08-08,-5.0,165,29
UA,2290,2025-08-02,28.0,7,43
YX,3498,2025-08-10,0.0,45,34
OO,5253,2025-08-10,9.0,49,34
G7,4599,2025-08-08,-6.0,50,29
UA,769,2025-08-12,45.0,215,150
UA,929,2025-08-10,15.0,195,145
UA,2329,2025-08-11,-2.0,90,43
OO,5225,2025-08-05,-2.0,98,29
G7,4389,2025-08-13,114.0,68,29
OO,5229,2025-08-11,18.0,1,34
UA,2005,2025-08-01,33.0,57,46
UA,1851,2025-08-01,5.0,99,43
UA,1693,2025-08-02,0.0,46,46
OO,5138,2025-08-15,100.0,53,29
UA,2189,2025-08-06,3.0,71,51
OO,5984,2025-08-14,-9.0,83,34
OO,5108,2025-08-09,8.0,35,29
OO,5382,2025-08-04,-5.0,60,29
OO,5795,2025-08-11,-1.0,55,34
OO,5968,2025-08-03,-1.0,74,34
UA,1832,2025-08-15,-7.0,92,60
OO,5999,2025-08-15,-2.0,82,34
YX,3523,2025-08-11,-8.0,47,34
UA,533,2025-08-06,279.0,78,46
UA,576,2025-08-03,0.0,72,62
UA,1495,2025-08-14,50.0,57,46
UA,972,2025-08-12,13.0,155,155
UA,1577,2025-08-02,0.0,123,66
UA,2385,2025-08-10,2.0,80,51
UA,1082,2025-08-02,0.0,87,46
YX,3718,2025-08-14,32.0,67,39
UA,1677,2025-08-08,0.0,73,51
UA,2361,2025-08-05,46.0,662,66
OO,5275,2025-08-09,6.0,196,34
UA,1580,2025-08-09,34.0,65,65
YX,3654,2025-08-01,0.0,85,34
YX,3569,2025-08-14,-5.0,55,34
UA,611,2025-08-15,-3.0,672,66
G7,4458,2025-08-02,-8.0,60,29
UA,1657,2025-08-12,-6.0,471,51
UA,2154,2025-08-04,9.0,75,56
UA,534,2025-08-01,10.0,76,62
UA,2378,2025-08-01,5.0,77,62
UA,1811,2025-08-02,5.0,81,60
G7,4380,2025-08-04,0.0,647,29
UA,617,2025-08-04,-9.0,85,51
OO,5251,2025-08-14,1.0,68,34
G7,4563,2025-08-01,-3.0,49,33
UA,1793,2025-08-03,-3.0,64,46
UA,307,2025-08-12,-6.0,70,43
UA,1538,2025-08-13,-6.0,85,43
UA,265,2025-08-02,35.0,49,52
OO,5847,2025-08-01,4.0,47,34
OO,5474,2025-08-09,7.0,86,29
G7,4502,2025-08-14,-10.0,57,29
OO,5280,2025-08-04,-1.0,64,34
G7,4390,2025-08-02,-5.0,54,29
OO,5289,2025-08-06,-4.0,69,29
OO,5499,2025-08-11,8.0,68,29
OO,5021,2025-08-05,-7.0,124,29
UA,1413,2025-08-03,2.0,50,51
UA,2040,2025-08-06,108.0,77,56
UA,2067,2025-08-03,-8.0,477,43
UA,1899,2025-08-06,80.0,102,52
UA,343,2025-08-10,5.0,133,46
UA,2177,2025-08-01,4.0,63,43
UA,1224,2025-08-08,-5.0,585,56
UA,224,2025-08-04,-6.0,611,51
UA,468,2025-08-10,13.0,383,56
UA,2148,2025-08-01,62.0,45,46
UA,533,2025-08-03,6.0,118,54
UA,2059,2025-08-15,24.0,62,56
UA,3,2025-08-11,18.0,270,145
UA,1239,2025-08-04,-4.0,275,46
UA,1859,2025-08-08,-5.0,57,43
UA,1974,2025-08-04,-3.0,80,51
UA,466,2025-08-03,49.0,137,43
UA,1641,2025-08-05,0.0,74,43
YX,3694,2025-08-08,-10.0,75,34
UA,2465,2025-08-07,134.0,-80,56
YX,3716,2025-08-03,3.0,47,34
UA,777,2025-08-01,37.0,79,56
UA,2862,2025-08-10,1.0,94,62
OO,5901,2025-08-04,-2.0,194,34
OO,5901,2025-08-14,12.0,86,34
UA,534,2025-08-14,141.0,76,62
OO,5253,2025-08-01,4.0,53,34
G7,4588,2025-08-06,7.0,110,29
UA,1710,2025-08-09,32.0,79,51
UA,1740,2025-08-12,-5.0,541,119
G7,4507,2025-08-03,-6.0,79,29
UA,2106,2025-08-01,11.0,75,62
UA,1113,2025-08-12,-4.0,65,51
YX,3451,2025-08-03,33.0,76,34
OO,5624,2025-08-07,47.0,585,34
UA,1741,2025-08-01,-3.0,75,43
UA,2090,2025-08-05,-9.0,83,60
UA,2090,2025-08-07,-4.0,1389,51
OO,5607,2025-08-02,0.0,101,34
UA,1258,2025-08-02,13.0,70,52
YX,3641,2025-08-10,-5.0,178,34
UA,580,2025-08-10,44.0,78,56
OO,4778,2025-08-15,3.0,72,29
G7,4451,2025-08-03,7.0,768,29
G7,4426,2025-08-08,-6.0,43,29
G7,4507,2025-08-15,-4.0,79,29
OO,5405,2025-08-02,5.0,65,29
OO,5726,2025-08-15,9.0,82,29
OO,5100,2025-08-11,19.0,42,29
UA,1655,2025-08-03,3.0,1385,46
OO,5219,2025-08-08,235.0,3,29
OO,5103,2025-08-06,-6.0,107,29
OO,5841,2025-08-02,10.0,47,39
OO,5229,2025-08-02,-2.0,47,34
YX,3708,2025-08-07,-9.0,44,39
UA,1594,2025-08-13,10.0,98,43
OO,5290,2025-08-06,20.0,171,34
OO,5643,2025-08-10,-4.0,385,29
UA,1270,2025-08-09,31.0,3,70
YX,3433,2025-08-07,10.0,45,39
UA,972,2025-08-04,31.0,155,155
OO,4766,2025-08-09,7.0,42,29
UA,1564,2025-08-15,7.0,85,51
UA,2653,2025-08-11,-4.0,96,62
UA,764,2025-08-11,-3.0,63,52
UA,2684,2025-08-07,-8.0,75,56
UA,561,2025-08-12,31.0,67,56
UA,2211,2025-08-10,38.0,103,51
UA,1495,2025-08-04,8.0,57,46
OO,5737,2025-08-05,-6.0,142,34
OO,5230,2025-08-14,-3.0,45,29
UA,533,2025-08-10,36.0,108,46
UA,2195,2025-08-06,-6.0,63,51
YX,3603,2025-08-11,-4.0,74,34
UA,1328,2025-08-02,-2.0,69,56
OO,5474,2025-08-13,78.0,105,29
OO,5557,2025-08-10,36.0,-16,39
OO,4792,2025-08-06,11.0,72,34
UA,1983,2025-08-11,97.0,57,56
G7,4185,2025-08-06,-2.0,185,29
UA,411,2025-08-14,11.0,6839,43
UA,1335,2025-08-13,13.0,88,56
UA,2090,2025-08-01,23.0,61,62
G7,4425,2025-08-02,242.0,-185,29
UA,1377,2025-08-10,-10.0,85,51
G7,4390,2025-08-06,-4.0,54,29
UA,1306,2025-08-14,4.0,90,62
UA,2232,2025-08-10,4.0,75,62
OO,5272,2025-08-02,-4.0,69,29
UA,1525,2025-08-09,-4.0,71,51
OO,5726,2025-08-11,9.0,-3,29
OO,5140,2025-08-02,10.0,143,29
UA,1077,2025-08-14,-10.0,370,51
G7,4610,2025-08-09,-8.0,45,33
YX,3685,2025-08-15,-4.0,51,34
OO,5915,2025-08-01,23.0,32,29
G7,4584,2025-08-02,-5.0,83,29
G7,4507,2025-08-11,-6.0,79,29
OO,5051,2025-08-09,82.0,355,29
YX,3451,2025-08-01,-4.0,117,34
OO,5219,2025-08-03,1.0,115,29
UA,1584,2025-08-08,-4.0,711,62
UA,2290,2025-08-14,41.0,-16,51
UA,2333,2025-08-11,2.0,127,56
UA,533,2025-08-04,6.0,78,46
OO,6002,2025-08-13,1.0,162,34
UA,247,2025-08-01,-4.0,3910,110
UA,1041,2025-08-15,2.0,40,43
UA,2343,2025-08-13,7.0,74,56
YX,3614,2025-08-15,-1.0,60,34
UA,1224,2025-08-07,-4.0,417,56
OO,5874,2025-08-02,7.0,66,29
UA,2202,2025-08-15,5.0,75,56
OO,5821,2025-08-11,-6.0,79,29
OO,5260,2025-08-15,17.0,81,29
UA,1306,2025-08-12,19.0,480,56
UA,1778,2025-08-14,0.0,66,51
OO,5948,2025-08-08,38.0,51,34
UA,1857,2025-08-07,-1.0,20,51
OO,5631,2025-08-11,-3.0,94,29
UA,2672,2025-08-12,3.0,44,43
UA,1921,2025-08-02,-5.0,76,70
OO,5610,2025-08-07,21.0,75,29
UA,1708,2025-08-08,0.0,74,56
OO,5362,2025-08-03,-9.0,185,29
OO,5977,2025-08-09,20.0,6,34
OO,5726,2025-08-13,-4.0,1090,29
YX,3663,2025-08-11,3.0,79,34
G7,4597,2025-08-04,-4.0,45,29
OO,5382,2025-08-09,-4.0,66,29
OO,5874,2025-08-14,-7.0,66,29
OO,5140,2025-08-09,-5.0,75,29
UA,609,2025-08-06,-5.0,68,56
UA,1448,2025-08-08,-12.0,73,43
UA,1775,2025-08-13,-3.0,75,56
UA,2201,2025-08-12,289.0,67,56
UA,2006,2025-08-06,6.0,70,65
UA,1082,2025-08-07,-4.0,57,46
UA,1580,2025-08-01,45.0,90,65
UA,482,2025-08-10,15.0,1177,43
UA,2106,2025-08-03,20.0,75,62
YX,3493,2025-08-15,5.0,60,34
YX,3421,2025-08-06,6.0,50,34
G7,4186,2025-08-07,-4.0,90,29
UA,920,2025-08-05,6.0,235,145
UA,2666,2025-08-02,-4.0,361,62
UA,580,2025-08-14,23.0,28,56
UA,467,2025-08-02,-3.0,99,43
UA,1584,2025-08-09,-3.0,262,68
OO,4748,2025-08-13,-3.0,335,29
UA,2672,2025-08-13,-5.0,74,43
YX,3707,2025-08-01,102.0,55,34
G7,4436,2025-08-06,-9.0,60,29
UA,609,2025-08-12,10.0,68,56
UA,2494,2025-08-13,16.0,118,119
UA,1996,2025-08-01,-1.0,71,62
YX,3603,2025-08-14,-6.0,55,34
UA,1215,2025-08-07,41.0,81,51
UA,1742,2025-08-13,10.0,82,51
UA,2424,2025-08-09,10.0,98,56
OO,5534,2025-08-04,10.0,55,29
OO,5398,2025-08-07,-1.0,960,34
OO,5532,2025-08-15,-6.0,671,34
UA,2092,2025-08-01,-3.0,126,57
OO,5505,2025-08-06,-1.0,156,29
UA,2254,2025-08-15,0.0,259,68
UA,1502,2025-08-02,-7.0,62,56
G7,4552,2025-08-07,-3.0,74,29
OO,5868,2025-08-07,13.0,83,42
UA,533,2025-08-07,6.0,78,46
OO,5140,2025-08-03,8.0,158,29
G7,4186,2025-08-09,-4.0,90,29
G7,4542,2025-08-09,0.0,81,29
UA,1641,2025-08-09,125.0,337,43
UA,2361,2025-08-03,-3.0,765,66
UA,909,2025-08-12,30.0,280,95
OO,5125,2025-08-03,-3.0,43,29
UA,1363,2025-08-10,2.0,75,62
UA,2424,2025-08-06,10.0,80,56
UA,2426,2025-08-01,5.0,79,56
UA,763,2025-08-08,38.0,5,51
G7,4395,2025-08-15,1.0,65,29
UA,2144,2025-08-08,-1.0,30,65
UA,2862,2025-08-08,-7.0,67,56
UA,1270,2025-08-15,22.0,87,70
OO,4636,2025-08-11,-6.0,41,29
UA,2177,2025-08-13,-2.0,1069,43
G7,4571,2025-08-15,11.0,80,29
UA,1477,2025-08-07,-5.0,92,62
OO,5262,2025-08-04,51.0,40,29
UA,2113,2025-08-13,49.0,100,51
OO,5668,2025-08-09,-9.0,40,29
UA,2137,2025-08-05,-2.0,68,51
UA,1113,2025-08-11,-5.0,66,51
UA,580,2025-08-15,7.0,81,56
UA,1974,2025-08-14,33.0,10,43
UA,2414,2025-08-13,-5.0,159,51
YX,3569,2025-08-05,10.0,74,34
OO,5360,2025-08-15,115.0,40,29
UA,2138,2025-08-09,-2.0,63,51
OO,5526,2025-08-12,238.0,216,29
UA,587,2025-08-05,2.0,61,65
G7,4482,2025-08-13,-1.0,40,29
UA,929,2025-08-06,12.0,280,145
UA,669,2025-08-08,-6.0,92,60
UA,1920,2025-08-09,6.0,1000,56
UA,1306,2025-08-02,-2.0,168,62
YX,3605,2025-08-02,-4.0,160,39
UA,592,2025-08-08,59.0,65,43
